Family,Product,Patch,PRB,PRB type,Description
Yokohama,Activity Stream,Yokohama Patch 6,PRB1870524,Other Fix,"Yokohama Patch 6
If user_id is in the form of a sys_id, then the user isn't displayed correctly in the activity stream
The sys_created_by can be a user_id or a sys_id or an email, so it guesses based on the format. If the user_id is copying the sys_id format, then this process doesn't work.

1. Create a user with a user_id in the format of a sys_id.
2. Give the user sufficient roles to view workspace.
3. Impersonate the user created.
4. Navigate to some record on workspace and add a comment or make a field change.Notice this user's user_id is displayed instead of the display name."
Yokohama,Database Persistence,Yokohama Patch 5,PRB1870521,Other Fix,"Yokohama Patch 5
Upsert to reservation tables throws an exception
A unique key violation is detected by a database. Upsert throws an exception for duplicate entries."
Yokohama,Software Asset Reclamation,Yokohama Patch 10,PRB1870503,Other Fix,"Yokohama Patch 10
The error message 'Cannot find the profile type configuration in the script routing table' should be reworded
When the user tries to reclaim a candidate, the error message says 'Cannot find the profile type configuration in the script routing table'. Related reclamation candidates aren't removed. Instead, the error message should clearly state how to reclaim the subscription."
Yokohama,MID Server,Yokohama Patch 3,PRB1870465,Notable Fix,"Yokohama Patch 3
ECCSender does not use the correct character set when reading XML queue files
ECCSender uses the default file encoding/character set when reading XML queue files from a disk. This results in incorrect characters in the response for some special characters. ECCSender should use UTF-8 when reading these files, as XML queue files on disk are always UTF-8.
"
Yokohama,UX Framework,Yokohama Patch 7,PRB1870378,Other Fix,"Yokohama Patch 7
Components fail to load in an instance after upgrading to Xanadu due to an asset bundling issue
In the asset 'string_decoder', there's a regex which removes the source mapping URL in the bundle. This fails to identify the entire string."
Yokohama,Change Advisory Board (CAB) Workbench,Yokohama Patch 3,PRB1870269,Other Fix,"Yokohama Patch 3
There's a 'Write operation against 'cab_definition' from scope 'sn_sow_chg' has been refused due to the table's cross-scope access policy' alert present after selecting Refresh CAB meetings on SOW CAB Definition
Refresh CAB meetings actions in UI16 work without any issues, but returns an error in Service Operations Workspace.

1. Log in.
2. Navigate to SOWChange Advisory BoardAll CAB Definitions.
3. Select New.
4. Populate mandatory fields.
5. Create scheduled entries from the 'Related records' tab via the New button.
6. Populate mandatory fields.
7. Select Submit.
8. See a scheduled entry created for the CAB Definition.
9. Select the 'Details' tab.
10. Select the Refresh CAB Meetings button.Expected behavior: CAB Meetings are generated without errors/alerts.Actual behavior: CAB Meetings generated with an error/alert: 'Write operation against 'cab_definition' from scope 'sn_sow_chg' has been refused due to the table's cross-scope access policy"" presents on the form'."
Yokohama,UI Field Administration,Yokohama Patch 10,PRB1870246,Other Fix,"Yokohama Patch 10
In SOW, the user is unable to add the date in the start and end date fields using numeric input in the change request page under Schedule
The user isn't able to add the dates using numeric input in the Start and End date field. The characters are immediately removed, and keyboard users are forced to use the datepicker to select a date."
Yokohama,Embedded Help,Yokohama Patch 3,PRB1870178,Other Fix,"Yokohama Patch 3
The embedded help link redirects to the page 'not_allowed.do' instead of the documentation site
The issue occurs in the Yokohama release.

1. Open a Yokohama instance.
2. Open the 'cmdb_ci_business_app' or 'incident' table.
3. In top right corner, select the ? or the 'Show help' icon.
4. Scroll down to link.
5. Select it.Expected behavior: Users are redirected to the documentation.Actual behavior: Users are redirected to the 'not_allowed.do' page."
Yokohama,Process Mining External Data Import,Yokohama Patch 6,PRB1870059,Other Fix,"Yokohama Patch 6
Record data generation isn't working as expected
The data is cleared from the import table and no records are generated after the user selects 'Create record data'.
Import an external dataset in the external process mining guided set-up.Expected behavior: The user is able to create records based on the imported dataset.Actual behavior: After selecting Create record data, the page remains stuck at the progress view until refresh. After the refresh, the data in the import table is wiped out and no records are generated."
Yokohama,Process Mining,Yokohama Patch 4,PRB1870032,Other Fix,"Yokohama Patch 4
Uppercase and lowercase sys_ids for the same record break mining
A script changes the document ID in sys_audit for records so that some document ID values are uppercase and lowercase."
Yokohama,Virtual Agent,Yokohama Patch 3,PRB1869860,Other Fix,"Yokohama Patch 3
System property 'proxy=false' with a carousel output does not return a Genius Response
Genius Response is stuck on 'Looking into your request' after updating the 'web client' output type to '= carousel' and updating the value of sn_vad_genai. com.glide.cs. one_extend. auto_proxy_enabled to 'false'.

1. Navigate to now_assist_va_ search_results_output_type table.
2. Update the 'web client' output type to '= carousel'.
3. Navigate to sys_properties table.
4. Update the value of sn_vad_genai. com.glide.cs.one_ extend.auto_ proxy_enabled to 'false'.
5. Start a new conversation with Now Assist Virtual Agent on an /ESC portal.
6. Enter 'What is a cookie?'.Expected behavior: The response appears as a carousel.Actual behavior: The response is stuck on 'Looking into your request'."
Yokohama,Virtual Agent Web Client,Yokohama Patch 3,PRB1869818,Other Fix,"Yokohama Patch 3
Toggling between the search and Now Assist isn't retaining the search term

1. Navigate to Service Portal.
2. Enter 'what is spam' in the portal search test box.
3. Select the New chat button in the 'NASS' page.
4. Select the search toggle.Expected behavior: An empty search should be displayed.Actual behavior: The search term from step 2 is retained."
Yokohama,Database Persistence - Data Management,Yokohama Patch 5,PRB1869761,Other Fix,"Yokohama Patch 5
An unreferenced record cleaner (URC) doesn't handle parent tables that are sharded and archived
Currently, URC checks for a base reference table and an archive reference table. But if the base reference table is part of a hierarchy, when the reference record gets archived, it doesn't go to ar_base_table, it goes to ar_child_table. Archiving flattens the table hierarchy. The URC can delete such records as unreferenced but they are actually not orphaned.

1. Create a table tab_parent.
2. Create a table tab_child extending tab_parent.
3. Create table ref_test with a 'Reference' type column referencing tab_parent.
4. Add records to the ref_test referencing records in tab_parent and tab_child.
5. Create an archive rule for tab_parent which archives tab_parent and tab_child records to ar_tab_parent and ar_tab_child.
6. Create a URC rule for ref_test.
7. Preview a sample of unreferenced records/run the 'URC' job.Expected behavior: No records are deleted.Actual behavior: Records belonging to ar_tab_child are deleted."
Yokohama,UX Framework,Yokohama Patch 3,PRB1869757,Other Fix,"Yokohama Patch 3
There's a performance degradation when loading the home page on Xanadu
When the system property glide.ux.user_ criteria_enabled=true, there's a performance degradation between Washington DC and Xanadu when loading the home page.

1. On a Washington DC instance, set glide.ux.user_ criteria_enabled to true.
2. Navigate to the instance home page.
3. Measure the page load times.
Notice that the average page load time is less than five seconds.
4. On an Xanadu instance, set glide.ux.user_ criteria_enabled to true.
5. Navigate to the instance home page.
6. Measure the page load times. 
Notice that the average page load time is between eight and ten seconds.Observe the performance degradation between the two versions when the system property glide.ux.user_ criteria_enabled is set to true."
Yokohama,Dynamic Scheduling,Yokohama Patch 3,PRB1869653,Other Fix,"Yokohama Patch 3
Security bug
"
Yokohama,GlideRecord,Yokohama Patch 5,PRB1869620,Other Fix,"Yokohama Patch 5
'Data Fabric Logger' and 'Error Event Handling' are missing catalog, details, and queue
'Data Fabric Logger' was using 'Map.of', which throws an error when any values are null. Some of the values for catalog, schema, table, dfTable, logcategory could be null, so this shouldn't have thrown an error."
Yokohama,AI Search,Yokohama Patch 3,PRB1869616,Other Fix,"Yokohama Patch 3
RAG capability isn't honoring return fields for child tables' columns
Try invoking Uber Rag or Retriever capability with child tables columns as return fields.Expected behavior: Child table fields should be returned in the response.Actual behavior: Child table fields aren't returned in the response."
Yokohama,Code Signing,Yokohama Patch 3,PRB1869613,Other Fix,"Yokohama Patch 3
Guardrails should respect filter conditions on the signature configuration
Don't validate signatures for records not meeting filter conditions, and skip validating records that don't participate in MID.
Run guardrails.Observe that it validates all signatures and doesn't care about filters."
