Problem,Task,DatasetName,NumCompounds,Unit,Type,Metric,DatasetSplit,License,DatasetDescription,TaskDescription,Reference
Single_instance_prediction,Tox,herg_central_hERG_at_10uM,306893,,,,,CC BY 4.0,"Human ether--go-go related gene (hERG) is crucial for the coordination of the heart's beating. Thus, if a drug blocks the hERG, it could lead to severe adverse effects. Therefore, reliable prediction of hERG liability in the early stages of drug design is quite important to reduce the risk of cardiotoxicity-related attritions in the later development stages. There are three targets: hERG_at_1uM, hERG_at_10uM, and hERG_inhib.","Regression. Given a drug SMILES string, predict the percent inhibition at a 10µM concentration.","Du F, Yu H, Zou B, Babcock J, Long S, Li M. hERGCentral: a large database to store, retrieve, and analyze compound-human Ether--go-go related gene channel interactions to facilitate cardiotoxicity assessment in drug development. Assay Drug Dev Technol. 2011 Dec;9(6):580-8. doi: 10.1089/adt.2011.0425."
Single_instance_prediction,Tox,toxcast_CEETOX_H295R_TESTO_dn,500,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_ATG_ISRE_CIS_dn,3412,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_NVS_GPCR_rAdra1_NonSelective,93,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_NVS_TR_rVMAT2,102,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_TOX21_FXR_BLA_Antagonist_ch2,7187,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_NVS_GPCR_h5HT5A,155,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_NVS_GPCR_r5HT1_NonSelective,72,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,tox21_NR-PPAR-gamma,6450,,,,,CC BY 4.0,"Tox21 is a data challenge which contains qualitative toxicity measurements for 7,831 compounds on 12 different targets, such as nuclear receptors and stree response pathways.","Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.",Tox21 Challenge to Build Predictive Models of Nuclear Receptor and Stress Response Pathways as Mediated by Exposure to Environmental Toxicants and Drugs
Single_instance_prediction,Tox,toxcast_TOX21_p53_BLA_p3_ch2,7931,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,ld50_zhu,7385,log(1/(mol/kg)),Regression,MAE,Scaffold,CC BY 4.0,"Acute toxicity LD50 measures the most conservative dose that can lead to lethal adverse effects. The higher the dose, the more lethal of a drug.","Regression. Given a drug SMILES string, predict its acute toxicity.","Zhu, Hao, et al. ÒQuantitative structure_ activity relationship modeling of rat acute toxicity by oral exposure.Ó Chemical research in toxicology 22.12 (2009): 1913-1921."
Single_instance_prediction,Tox,toxcast_NVS_ENZ_rAChE,99,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_TOX21_AR_BLA_Antagonist_ch2,7931,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_APR_HepG2_MicrotubuleCSK_24h_up,1034,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_NVS_NR_hFXR_Agonist,164,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_NVS_GPCR_rSST,70,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_OT_AR_ARELUC_AG_1440,1772,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_BSK_3C_SRB_down,1439,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_NVS_ADME_hCYP1A2,173,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_BSK_LPS_IL1a_down,1439,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_OT_ER_ERaERb_1440,1668,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_ATG_RXRb_TRANS_dn,3412,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_ATG_RXRa_TRANS_dn,3412,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_NVS_ENZ_rMAOBP,132,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_APR_Hepat_Steatosis_48hr_up,303,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_ATG_ERa_TRANS_up,3412,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_TOX21_PPARg_BLA_antagonist_ratio,7187,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_Tanguay_ZF_120hpf_EYE_up,1021,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_ATG_LXRa_TRANS_dn,3412,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_NVS_NR_hGR,345,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_BSK_LPS_TNFa_down,1439,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_APR_HepG2_CellLoss_72h_dn,1034,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_ATG_RORg_TRANS_up,3412,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_APR_Hepat_DNATexture_24hr_up,303,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
